ENG_NAME,MODE,CO_EI,HC_EI,NOX_EI,SOX_EI,SMOKE_NUM,FUEL_KG/S,ICAO_UID,MODE_SN
CFM56-7B20/2 (DAC),1,11.37,0.36,9.39,1,1.52,0.278,4CM039,1.52
CFM56-7B20/2 (DAC),2,11.38,0.23,10.81,1,1.52,0.754,4CM039,0.69
CFM56-7B20/2 (DAC),3,4.26,0.07,13.25,1,1.52,0.903,4CM039,0.69
CFM56-7B20/2 (DAC),4,49.71,8.11,3.75,1,1.52,0.102,4CM039,0.69
CFM56-7B22,1,2.5,0.1,10,1,12,0.298,3CM031,0
CFM56-7B22,2,0.6,0.1,19,1,12,0.844,3CM031,10.48
CFM56-7B22,3,0.5,0.1,23.1,1,12,1.021,3CM031,11.96
CFM56-7B22,4,22.8,2.5,4.5,1,12,0.105,3CM031,0
CFM56-7B22/2 (DAC),1,30.87,6.06,6.37,1,0.69,0.303,4CM040,0.69
CFM56-7B22/2 (DAC),2,6.58,0.1,12.16,1,0.69,0.837,4CM040,0.69
CFM56-7B22/2 (DAC),3,2.18,0.06,15.08,1,0.69,1.008,4CM040,0.69
CFM56-7B22/2 (DAC),4,45.35,7.26,3.94,1,0.69,0.105,4CM040,0.69
CFM56-7B24,1,2.2,0.1,10.1,1,12.6,0.316,3CM032,0
CFM56-7B24,2,0.6,0.1,20.5,1,12.6,0.91,3CM032,11.41
CFM56-7B24,3,0.4,0.1,25.3,1,12.6,1.103,3CM032,12.6
CFM56-7B24,4,22,2.4,4.4,1,12.6,0.109,3CM032,0
CFM56-7B24/2 (DAC),1,30.32,6.01,6.72,1,0.65,0.313,4CM041,0.69
CFM56-7B24/2 (DAC),2,4.3,0.07,13.23,1,0.65,0.902,4CM041,0.69
CFM56-7B24/2 (DAC),3,1.38,0.05,16.63,1,0.65,1.089,4CM041,0.65
CFM56-7B24/2 (DAC),4,42.72,6.55,4.08,1,0.65,0.109,4CM041,0.69
CFM56-7B26,1,1.6,0.1,10.8,1,14.7,0.338,3CM033,0
CFM56-7B26,2,0.6,0.1,22.5,1,14.7,0.999,3CM033,11.9
CFM56-7B26,3,0.2,0.1,28.8,1,14.7,1.221,3CM033,14.7
CFM56-7B26,4,18.8,1.9,4.7,1,14.7,0.113,3CM033,0
CFM56-7B26/2 (DAC),1,26.07,4.73,7.26,1,0.71,0.334,4CM042,0.69
CFM56-7B26/2 (DAC),2,2.51,0.06,14.77,1,0.71,0.989,4CM042,0.69
CFM56-7B26/2 (DAC),3,0.77,0.03,19.2,1,0.71,1.203,4CM042,0.71
CFM56-7B26/2 (DAC),4,39.93,5.88,4.27,1,0.71,0.113,4CM042,0.69
CFM56-7B27,1,1.4,0.1,11,1,15.7,0.349,3CM034,0
CFM56-7B27,2,0.5,0.1,23.7,1,15.7,1.043,3CM034,12.08
CFM56-7B27,3,0.2,0.1,30.9,1,15.7,1.284,3CM034,15.7
CFM56-7B27,4,17.9,1.7,4.8,1,15.7,0.116,3CM034,0
CFM56-7B27/2 (DAC),1,24.28,4.21,7.53,1,0.75,0.351,4CM043,0.69
CFM56-7B27/2 (DAC),2,1.97,0.06,15.59,1,0.75,1.033,4CM043,0.69
CFM56-7B27/2 (DAC),3,0.54,0.058,20.81,1,0.75,1.265,4CM043,0.75
CFM56-7B27/2 (DAC),4,38.73,5.56,4.36,1,0.75,0.115,4CM043,0.69
CJ610-2C,1,88,2.7,1.5,1,-1,0.12915,-,-1
CJ610-2C,2,27,0.2,3.7,1,-1,0.30617,-,-1
CJ610-2C,3,27,0.1,4.201,1,-1,0.35027,-,-1
CJ610-2C,4,155,18,0.9,1,-1,0.06426,-,-1
CJ610-6,1,88,0.0027,1.5,0.54,-1,0.129,-,-1
CJ610-6,2,28,0.2,3.5,0.54,-1,0.288,-,-1
CJ610-6,3,27,0.1,4.2,0.54,-1,0.35,-,-1
CJ610-6,4,155,18,0.9,0.54,-1,0.064,-,-1
CT7-5,1,5.3,1.5,6.9,1,-1,0.045,-,-1
CT7-5,2,2.7,1,13.2,1,-1,0.094,-,-1
CT7-5,3,2.5,1,13.8,1,-1,0.101,-,-1
CT7-5,4,35.4,4,2.2,1,-1,0.015,-,-1
D-30 (Il series),1,14.5,1.5,7,1,27,0.35,1AA001,27
D-30 (Il series),2,3.2,0.14,16.3,1,35,0.975,1AA001,35
D-30 (Il series),3,2.7,0.12,19.1,1,33,1.15,1AA001,33
D-30 (Il series),4,60.3,43.6,3.6,1,8,0.13,1AA001,8
D-30KP-2,1,15.4,2.7,6.3,1,16,0.49,1AA002,16
D-30KP-2,2,2.8,0.8,13.5,1,19.5,1.42,1AA002,19.5
D-30KP-2,3,2.2,0.7,16.5,1,17.5,1.67,1AA002,17.5
D-30KP-2,4,62.4,13.3,3.3,1,6.5,0.21,1AA002,6.5
D-30KU,1,11.8,1.2,5.1,1,22.9,0.5,1AA003,18.32
D-30KU,2,3.7,0.4,12.6,1,22.9,1.3,1AA003,22.9
D-30KU,3,2.8,0.3,16.3,1,22.9,1.52,1AA003,22.9
D-30KU,4,54,10.5,2.7,1,22.9,0.215,1AA003,6.87
D-30KU-154,1,18.2,1.9,5.1,1,-1,0.42,1AA004,-1
D-30KU-154,2,3.6,0.5,11.6,1,-1,1.1,1AA004,-1
D-30KU-154,3,3,0.4,14.5,1,-1,1.42,1AA004,-1
D-30KU-154,4,77.7,12.7,2.9,1,-1,0.207,1AA004,-1
D-36,1,2.7,0,9,1,14.8,0.211,1ZM001,4.44
D-36,2,0.4,0,22,1,14.8,0.533,1ZM001,13.32
D-36,3,0.5,0,26,1,14.8,0.634,1ZM001,14.8
D-36,4,20.7,5.4,5.5,1,14.8,0,1ZM001,4.44
F100-PW-100,1,3.49,0.155,12.33,0.54,-1,0.34593,-,-1
F100-PW-100,2,0.91,0.14,30.89,0.54,-1,0.9597,-,-1
F100-PW-100,3,0.9,0.275,39.44,0.54,-1,1.27302,-,-1
F100-PW-100,4,35.29,8.6,4.38,0.54,-1,0.1382,-,-1
F100-PW-100 (w/AB),1,3.49,0.155,12.33,0.54,-1,0.34593,-,-1
F100-PW-100 (w/AB),2,0.91,0.14,30.89,0.54,-1,0.9597,-,-1
F100-PW-100 (w/AB),3,9.57,0.05,6.62,0.54,-1,6.8132,-,-1
F100-PW-100 (w/AB),4,35.29,8.6,4.38,0.54,-1,0.1382,-,-1
F100-PW-200,1,1.38,17.62,13.82,0.54,-1,0.39494,-,-1
F100-PW-200,2,0.49,4.97,27.6,0.54,-1,0.68108,-,-1
F100-PW-200,3,0.86,3.47,39.12,0.54,-1,1.0983,-,-1
F100-PW-200,4,26.61,8.26,4.99,0.54,-1,0.128,-,-1
F100-PW-200 (w/AB),1,1.38,17.62,13.82,0.54,-1,0.39494,-,-1
F100-PW-200 (w/AB),2,0.49,4.97,27.6,0.54,-1,0.68108,-,-1
F100-PW-200 (w/AB),3,9.47,0.32,7.03,0.54,-1,5.07097,-,-1
F100-PW-200 (w/AB),4,26.61,8.26,4.99,0.54,-1,0.128,-,-1
F100-PW-220,1,1.92,5.12,12.35,0.54,-1,0.4835,-,-1
F100-PW-220,2,0.86,2.89,22.18,0.54,-1,0.727,-,-1
F100-PW-220,3,0.86,1.79,29.32,0.54,-1,1.22,-,-1
F100-PW-220,4,35.3,7.94,4.61,0.54,-1,0.2626,-,-1
F100-PW-220 (w/AB),1,1.92,5.12,12.35,0.54,-1,0.4835,-,-1
F100-PW-220 (w/AB),2,0.86,2.89,22.18,0.54,-1,0.727,-,-1
F100-PW-220 (w/AB),3,11.99,1.53,8.37,0.54,-1,5.2518,-,-1
F100-PW-220 (w/AB),4,35.3,7.94,4.61,0.54,-1,0.2626,-,-1
F100-PW-229,1,1.17,0.21,15.08,0.54,-1,0.3903,-,-1
F100-PW-229,2,0.15,0.3,17.53,0.54,-1,0.7356,-,-1
F100-PW-229,3,0.66,0.54,57.65,0.54,-1,1.4477,-,-1
F100-PW-229,4,10.16,0.38,3.8,0.54,-1,0.137,-,-1
F100-PW-229 (w/AB),1,1.17,0.21,15.08,0.54,-1,0.3903,-,-1
F100-PW-229 (w/AB),2,0.15,0.3,17.53,0.54,-1,0.7356,-,-1
F100-PW-229 (w/AB),3,76.62,16.26,50.92,0.54,-1,2.6199,-,-1
F100-PW-229 (w/AB),4,10.16,0.38,3.8,0.54,-1,0.137,-,-1
F101DFE,1,0.9,0.2,12.04,0.54,-1,0.8298,-,-1
F101DFE,2,0.9,0.1,19.69,0.54,-1,1.2692,-,-1
F101DFE,3,0.9,0.1,19.69,0.54,-1,1.2692,-,-1
F101DFE,4,44.2,4.1,2.58,0.54,-1,0.109,-,-1
F101-GE-102,1,1.03,0.14,9.16,0.54,-1,0.5711,-,-1
F101-GE-102,2,0.85,0.13,13.15,0.54,-1,0.8262,-,-1
F101-GE-102,3,0.83,0.11,12.83,0.54,-1,0.9863,-,-1
F101-GE-102,4,24.47,0,4.1,0.54,-1,0.1407,-,-1
F101-GE-102 (w/AB),1,1.03,0.14,9.16,0.54,-1,0.5711,-,-1
F101-GE-102 (w/AB),2,0.85,0.13,13.15,0.54,-1,0.8262,-,-1
F101-GE-102 (w/AB),3,43.47,61.82,16.91,0.54,-1,1.9295,-,-1
F101-GE-102 (w/AB),4,24.47,0,4.1,0.54,-1,0.1407,-,-1
F103-GE-100 & 101,1,4.3,1,9.5,0.54,-1,0.66,-,-1
F103-GE-100 & 101,2,0.5,0.7,29.79,0.54,-1,1.975,-,-1
F103-GE-100 & 101,3,0.5,0.6,36.54,0.54,-1,2.4869,-,-1
F103-GE-100 & 101,4,61.79,21.8,3.6,0.54,-1,0.215,-,-1
F108-CF-100,1,6.39,0.04,6.96,0.54,-1,0.3209,-,-1
F108-CF-100,2,1.61,0.03,13.53,0.54,-1,0.7119,-,-1
F108-CF-100,3,0.63,0.03,15.28,0.54,-1,0.8137,-,-1
F108-CF-100,4,27.19,0.92,3.94,0.54,-1,0.1431,-,-1
F110-GE-100,1,4,0.36,10.87,0.54,-1,0.520161,-,-1
F110-GE-100,2,2.2,0.19,18.25,0.54,-1,0.8313,-,-1
F110-GE-100,3,2.05,0.62,30.35,0.54,-1,1.2567,-,-1
F110-GE-100,4,31.06,2.1,4.33,0.54,-1,0.1315,-,-1
F110-GE-100 (w/AB),1,4,0.36,10.87,0.54,-1,0.520161,-,-1
F110-GE-100 (w/AB),2,2.2,0.19,18.25,0.54,-1,0.8313,-,-1
F110-GE-100 (w/AB),3,97.5,69.33,15.55,0.54,-1,2.0631,-,-1
F110-GE-100 (w/AB),4,31.06,2.1,4.33,0.54,-1,0.1315,-,-1
F110-GE-129,1,3.85,0.05,11.6,0.54,-1,0.6244,-,-1
F110-GE-129,2,2.49,0.01,17.33,0.54,-1,0.8991,-,-1
F110-GE-129,3,2.42,0.54,27.13,0.54,-1,1.258,-,-1
F110-GE-129,4,34.58,2.64,3.19,0.54,-1,0.1305,-,-1
F110-GE-129 (w/AB),1,3.85,0.05,11.6,0.54,-1,0.6244,-,-1
F110-GE-129 (w/AB),2,2.49,0.01,17.33,0.54,-1,0.8991,-,-1
F110-GE-129 (w/AB),3,104.6,64.8,15.08,0.54,-1,2.12006,-,-1
F110-GE-129 (w/AB),4,34.58,2.64,3.19,0.54,-1,0.1305,-,-1
F110-GE-400,1,0.96,0.46,12.44,0.54,-1,0.7178,-,-1
F110-GE-400,2,0.84,0.4,28.63,0.54,-1,1.4766,-,-1
F110-GE-400,3,0.84,0.4,28.63,0.54,-1,1.4766,-,-1
F110-GE-400,4,16.6,3.65,2.77,0.54,-1,0.1475,-,-1
F113-RR-100,1,2.63,0.18,7.15,1,-1,0.278,-,-1
F113-RR-100,2,0.63,0.12,17.14,1,-1,0.726,-,-1
F113-RR-100,3,11.96,0.09,22.63,1,-1,0.8911,-,-1
F113-RR-100,4,31.7,3.68,3.59,1,-1,0.1371,-,-1
F117-PW-100,1,1.25,0.3,13.03,0.54,-1,0.5391,-,-1
F117-PW-100,2,0.36,0.21,30.02,0.54,-1,1.37571,-,-1
F117-PW-100,3,0.4,0.03,34.3,0.54,-1,1.7609,-,-1
F117-PW-100,4,23.86,2.15,3.96,0.54,-1,0.1391,-,-1
F118-GE-100,1,2.02,0.87,11.09,0.54,-1,0.4754,-,-1
F118-GE-100,2,0.84,0,18.01,0.54,-1,0.8001,-,-1
F118-GE-100,3,0.65,0,33.12,0.54,-1,1.3717,-,-1
F118-GE-100,4,20.98,0.59,4.3,0.54,-1,0.1382,-,-1
F402-RR-406A,1,21.5,1.1,5,0.54,-1,0.4615,-,-1
F402-RR-406A,2,6.4,0.49,9.5,0.54,-1,0.8866,-,-1
F402-RR-406A,3,4.9,0.42,10.8,0.54,-1,1.01,-,-1
F402-RR-406A,4,106.3,19.66,1.8,0.54,-1,0.1433,-,-1
F402-RR-408,1,16.6,0.48,5.03,0.54,-1,0.491,-,-1
F402-RR-408,2,6.3,0.23,7.57,0.54,-1,0.907,-,-1
F402-RR-408,3,4.6,0.19,8.4,0.54,-1,1.06,-,-1
F402-RR-408,4,39.8,2.61,2.2,0.54,-1,0.166,-,-1
F404-GE-400,1,4.43,0.54,5.45,0.54,-1,0.327,-,-1
F404-GE-400,2,1.21,0.35,12.75,0.54,-1,0.7462,-,-1
F404-GE-400,3,23.12,0.13,9.22,0.54,-1,3.578,-,-1
F404-GE-400,4,137.34,58.18,1.16,0.54,-1,0.0786,-,-1
F404-GE-F1D2,1,3.165,0.845,7.14,0.54,-1,0.3918,-,-1
F404-GE-F1D2,2,1.315,0.265,15.92,0.54,-1,0.8193,-,-1
F404-GE-F1D2,3,1.325,0.235,22.27,0.54,-1,0.9597,-,-1
F404-GE-F1D2,4,123.75,54.82,1.43,0.54,-1,0.0825,-,-1
GE90-110B1,1,2.29,0.06,15.78,1,1.42,1.08,7GE097,1.42
GE90-110B1,2,0.07,0.03,33.85,1,2.25,3.47,7GE097,2.25
GE90-110B1,3,0.07,0.03,44.44,1,3.58,4.32,7GE097,3.58
GE90-110B1,4,40.59,4.55,5.11,1,0.96,0.37,7GE097,0.96
GE90-113B,1,2.11,0.06,16.2,1,1.44,1.11,7GE098,1.44
GE90-113B,2,0.07,0.03,35.08,1,2.39,3.58,7GE098,2.39
GE90-113B,3,0.08,0.03,47.74,1,3.88,4.53,7GE098,3.88
GE90-113B,4,39.72,4.37,5.16,1,0.9,0.38,7GE098,0.9
GE90-115B,1,1.98,0.06,16.5,1,1.45,1.13,7GE099,1.45
GE90-115B,2,0.07,0.03,35.98,1,2.5,3.67,7GE099,2.5
GE90-115B,3,0.08,0.04,50.34,1,4.1,4.69,7GE099,4.1
GE90-115B,4,39.11,4.24,5.19,1,0.87,0.38,7GE099,0.87
GE90-76B,1,1.58,0.06,15.09,1,2.9,0.763,5GE086,2.9
GE90-76B,2,0.15,0.03,31.77,1,1.8,2.28,5GE086,1.8
GE90-76B,3,0.12,0.04,40.41,1,2.8,2.781,5GE086,2.8
GE90-76B,4,15.66,0.52,5.64,1,2.5,0.267,5GE086,2.5
GE90-76B (DAC I),1,5.8,0.67,12.68,1,3,0.78,2GE052,0
GE90-76B (DAC I),2,0.13,0.06,35.39,1,3,2.33,2GE052,0
GE90-76B (DAC I),3,0.09,0.07,44.86,1,3,2.83,2GE052,0
GE90-76B (DAC I),4,40.35,3.42,5.88,1,9.9,0.3,2GE052,9.9
GE90-76B (DAC II),1,1.32,0.07,15.55,1,0.5,0.781,3GE062,1.8
GE90-76B (DAC II),2,0.17,0.04,31.59,1,0.5,2.311,3GE062,1.8
GE90-76B (DAC II),3,0.15,0.04,40.11,1,0.5,2.824,3GE062,2
GE90-76B (DAC II),4,15.41,0.57,5.43,1,0.5,0.28,3GE062,1.8
GE90-76B w/ 3D Aero,1,1.58,0.06,15.09,1,2.9,0.763,6GE087,2.9
GE90-76B w/ 3D Aero,2,0.15,0.03,31.77,1,1.8,2.28,6GE087,1.8
GE90-76B w/ 3D Aero,3,0.12,0.04,40.41,1,2.8,2.781,6GE087,2.8
GE90-76B w/ 3D Aero,4,15.66,0.52,5.64,1,2.5,0.267,6GE087,2.5
GE90-77B,1,1.55,0.06,15.19,1,2.9,0.768,6GE088,2.9
GE90-77B,2,0.15,0.03,32.09,1,1.8,2.301,6GE088,1.8
GE90-77B,3,0.12,0.04,40.91,1,2.9,2.806,6GE088,2.9
GE90-77B,4,15.52,0.52,5.66,1,2.5,0.269,6GE088,2.5
GE90-77B (DAC I),1,6.39,0.8,12.46,1,9.84,0.774,3GE059,0
GE90-77B (DAC I),2,0.13,0.06,35.68,1,9.84,2.321,3GE059,0
GE90-77B (DAC I),3,0.09,0.07,45.53,1,9.84,2.837,3GE059,0
GE90-77B (DAC I),4,43.32,3.83,5.73,1,9.84,0.295,3GE059,9.84
GE90-77B (DAC II),1,1.3,0.07,15.64,1,0.5,0.787,3GE063,1.8
GE90-77B (DAC II),2,0.17,0.04,31.89,1,0.5,2.332,3GE063,1.8
GE90-77B (DAC II),3,0.15,0.04,40.65,1,0.5,2.832,3GE063,1.9
GE90-77B (DAC II),4,15.26,0.56,5.45,1,0.5,0.281,3GE063,1.8
GE90-85B,1,1.3,0.05,16.24,1,3,0.832,6GE089,3
GE90-85B,2,0.13,0.03,36.17,1,2.4,2.55,6GE089,2.4
GE90-85B,3,0.12,0.04,47.25,1,3.3,3.115,6GE089,3.3
GE90-85B,4,14.1,0.46,5.86,1,2.5,0.282,6GE089,2.5
GE90-85B (DAC I),1,25.35,1.52,10.3,1,3,0.85,2GE053,0
GE90-85B (DAC I),2,0.12,0.07,40.27,1,3,2.6,2GE053,0
GE90-85B (DAC I),3,0.08,0.08,52.01,1,3,3.19,2GE053,0
GE90-85B (DAC I),4,37.83,3.05,6.01,1,9.6,0.3,2GE053,9.6
GE90-85B (DAC II),1,1.1,0.07,16.73,1,0.5,0.852,3GE064,1.8
GE90-85B (DAC II),2,0.16,0.04,35.7,1,0.5,2.583,3GE064,1.8
GE90-85B (DAC II),3,0.15,0.04,47.28,1,0.5,3.169,3GE064,1.8
GE90-85B (DAC II),4,13.67,0.45,5.69,1,0.5,0.292,3GE064,1.8
GE90-90B,1,1.16,0.05,16.94,1,3.2,0.878,6GE090,3.2
GE90-90B,2,0.13,0.04,39.5,1,2.7,2.733,6GE090,2.7
GE90-90B,3,0.12,0.04,52.48,1,3.6,3.348,6GE090,3.6
GE90-90B,4,13.21,0.43,6,1,2.5,0.291,6GE090,2.5
GE90-90B (DAC I),1,23.48,1.34,10.62,1,9.4,0.884,3GE060,0
GE90-90B (DAC I),2,0.11,0.07,43.92,1,9.4,2.756,3GE060,0
GE90-90B (DAC I),3,0.08,0.08,57.34,1,9.4,3.419,3GE060,0
GE90-90B (DAC I),4,35.79,2.77,6.11,1,9.4,0.313,3GE060,9.4
GE90-90B (DAC II),1,0.98,0.07,17.47,1,0.5,0.899,3GE065,1.8
GE90-90B (DAC II),2,0.15,0.04,39.13,1,0.5,2.772,3GE065,1.8
GE90-90B (DAC II),3,0.15,0.04,53.21,1,0.5,3.414,3GE065,2
GE90-90B (DAC II),4,12.7,0.39,5.86,1,0.5,0.3,3GE065,1.8
GE90-92B (DAC I),1,21.87,1.17,10.89,1,9.3,0.902,3GE061,0
GE90-92B (DAC I),2,0.103,0.07,45.41,1,9.3,2.83,3GE061,0
GE90-92B (DAC I),3,0.076,0.09,59.56,1,9.3,3.523,3GE061,0
GE90-92B (DAC I),4,34.703,2.64,6.17,1,9.3,0.316,3GE061,9.3
GE90-92B (DAC II),1,0.94,0.07,17.74,1,0.5,0.917,3GE066,1.8
GE90-92B (DAC II),2,0.15,0.04,40.51,1,0.5,2.844,3GE066,1.8
GE90-92B (DAC II),3,0.15,0.04,55.9,1,0.5,3.515,3GE066,2.1
GE90-92B (DAC II),4,12.35,0.37,5.92,1,0.5,0.304,3GE066,1.8
GE90-94B,1,1.07,0.05,17.38,1,3.2,0.908,6GE091,3.2
GE90-94B,2,0.12,0.04,41.74,1,2.9,2.848,6GE091,2.9
GE90-94B,3,0.12,0.04,56.41,1,3.7,3.514,6GE091,3.7
GE90-94B,4,12.69,0.41,6.09,1,2.5,0.296,6GE091,2.5
IO-320-D1AD,1,944.4,12.2,3.4,0.11,-1,0.004744,-,-1
IO-320-D1AD,2,888.3,9.63,5.6,0.11,-1,0.007736,-,-1
IO-320-D1AD,3,1192,11.42,1.82,0.11,-1,0.01155,-,-1
IO-320-D1AD,4,618,36.1,1,0.11,-1,0.000989,-,-1
IO-360-B,1,691,9.7,10.2,0.11,-1,0.00461,-,-1
IO-360-B,2,983,8.16,4.59,0.11,-1,0.00903,-,-1
IO-360-B,3,1199,10,1.99,0.11,-1,0.01298,-,-1
IO-360-B,4,897,49.2,1.2,0.11,-1,0.00102,-,-1
J52-P-408,1,11.12,1.4,6.17,0.54,-1,0.3209,-,-1
J52-P-408,2,1.95,0.61,10.29,0.54,-1,1.018,-,-1
J52-P-408,3,1.47,0.57,12.32,0.54,-1,1.194,-,-1
J52-P-408,4,55.96,28.33,2.38,0.54,-1,0.0982,-,-1
J52-P-6B,1,16.57,0.82,3.91,0.54,-1,0.2899,-,-1
J52-P-6B,2,4.53,0.56,7.48,0.54,-1,0.6761,-,-1
J52-P-6B,3,3.01,0.33,9,0.54,-1,0.7973,-,-1
J52-P-6B,4,86.37,23.88,2.07,0.54,-1,0.09,-,-1
J52-P-8B,1,10.54,1.72,6.34,0.54,-1,0.29,-,-1
J52-P-8B,2,0.87,0.59,12.13,0.54,-1,0.772,-,-1
J52-P-8B,3,0.71,0.93,13.05,0.54,-1,0.929,-,-1
J52-P-8B,4,63.78,42.2,1.79,0.54,-1,0.0857,-,-1
J57-P-10,1,3.21,0.76,7.4,0.54,-1,0.7144,-,-1
J57-P-10,2,1.79,1,9,0.54,-1,0.9135,-,-1
J57-P-10,3,1.16,0.86,10.37,0.54,-1,1.055,-,-1
J57-P-10,4,80.52,96.6,1.87,0.54,-1,0.139,-,-1
J57-P-22,1,23.5,12.4,3,0.54,-1,0.2133,-,-1
J57-P-22,2,1.78,0.65,11.2,0.54,-1,1.053,-,-1
J57-P-22,3,1.78,0.65,11.2,0.54,-1,1.053,-,-1
J57-P-22,4,59.2,51.3,2.5,0.54,-1,0.137,-,-1
J57-P-420,1,14.83,4.54,4.45,0.54,-1,0.43,-,-1
J57-P-420,2,1.23,0.71,9.18,0.54,-1,0.9703,-,-1
J57-P-420,3,0.34,0.49,12.97,0.54,-1,1.3318,-,-1
J57-P-420,4,80.74,76.46,1.53,0.54,-1,0.1666,-,-1
J57-P-420 (w/AB),1,14.83,4.54,4.45,0.54,-1,0.43,-,-1
J57-P-420 (w/AB),2,1.23,0.71,9.18,0.54,-1,0.9703,-,-1
J57-P-420 (w/AB),3,14.2,2.54,5.16,0.54,-1,5.0048,-,-1
J57-P-420 (w/AB),4,80.74,76.46,1.53,0.54,-1,0.1666,-,-1
J65-W-20,1,16.1,0.3,7.27,0.54,-1,0.4108,-,-1
J65-W-20,2,7.72,0.03,7.55,0.54,-1,0.809,-,-1
J65-W-20,3,7.72,0.03,7.55,0.54,-1,0.809,-,-1
J65-W-20,4,50.2,3.8,2.8,0.54,-1,0.168,-,-1
J65-W-5F,1,12.61,0.95,7.3,0.54,-1,0.5506,-,-1
J65-W-5F,2,12.61,0.95,7.3,0.54,-1,0.7522,-,-1
J65-W-5F,3,5.31,0.61,5.23,0.54,-1,0.8752,-,-1
J65-W-5F,4,47.16,9.78,2.46,0.54,-1,0.1663,-,-1
J69-25A,1,38.25,0.07,2.92,0.54,-1,0.11,-,-1
J69-25A,2,32.85,0.2,4.52,0.54,-1,0.1367,-,-1
J69-25A,3,32.85,0.2,4.52,0.54,-1,0.1367,-,-1
J69-25A,4,159.84,15,0.8,0.54,-1,0.021,-,-1
J79-GE-10,1,7.37,0.66,11.29,0.54,-1,0.7799,-,-1
J79-GE-10,2,5.26,1.62,15.36,0.54,-1,1.245,-,-1
J79-GE-10,3,17.29,0.486,6.818,0.54,-1,4.4591,-,-1
J79-GE-10,4,43.6,8.9,2.9,0.54,-1,0.1386,-,-1
J79-GE-10B,1,20.04,2.94,4.23,0.54,-1,0.4312,-,-1
J79-GE-10B,2,2.74,1.6,8.26,0.54,-1,0.9548,-,-1
J79-GE-10B,3,1.6,1.21,10.26,0.54,-1,1.26,-,-1
J79-GE-10B,4,111.41,39.19,1.33,0.54,-1,0.1575,-,-1
J79-GE-10B (w/AB),1,20.04,2.94,4.23,0.54,-1,0.4312,-,-1
J79-GE-10B (w/AB),2,2.74,1.6,8.26,0.54,-1,0.9548,-,-1
J79-GE-10B (w/AB),3,14.56,0.52,4.51,0.54,-1,4.41,-,-1
J79-GE-10B (w/AB),4,111.41,39.19,1.33,0.54,-1,0.1575,-,-1
J79-GE-8D,1,30.61,4.4,2.98,0.54,-1,0.1915,-,-1
J79-GE-8D,2,3.06,0.11,8.46,0.54,-1,1.034,-,-1
J79-GE-8D,3,2.07,0.14,10.44,0.54,-1,1.191,-,-1
J79-GE-8D,4,55.7,16.93,2.37,0.54,-1,0.1518,-,-1
J79-GE-8D (w/AB),1,30.61,4.4,2.98,0.54,-1,0.1915,-,-1
J79-GE-8D (w/AB),2,3.06,0.11,8.46,0.54,-1,1.034,-,-1
J79-GE-8D (w/AB),3,13.25,0.91,4.72,0.54,-1,4.3236,-,-1
J79-GE-8D (w/AB),4,55.7,16.93,2.37,0.54,-1,0.1518,-,-1
J85-GE-2,1,65.53,2.4,4.02,0.54,-1,0.1317,-,-1
J85-GE-2,2,28.38,0.636,5.67,0.54,-1,0.2715,-,-1
J85-GE-2,3,21.56,0.446,6.4,0.54,-1,0.3641,-,-1
J85-GE-2,4,111.86,11.86,3.68,0.54,-1,0.0705,-,-1
J85-GE-21,1,46.3,2.6,2.9,0.54,-1,0.1512,-,-1
J85-GE-21,2,21.6,0.25,5,0.54,-1,0.4032,-,-1
J85-GE-21,3,36.4,0.1,5.6,0.54,-1,1.3419,-,-1
J85-GE-21,4,159,24.25,1.25,0.54,-1,0.0504,-,-1
J85-GE-5F,1,58,1.2,2.7,0.54,-1,0.1383,-,-1
J85-GE-5F,2,43,3.5,2.3,0.54,-1,0.1634,-,-1
J85-GE-5F,3,29,0.8,2.6,0.54,-1,1.067,-,-1
J85-GE-5F,4,178,30,1,0.54,-1,0.066,-,-1
J85-GE-5H,1,93.67,3.04,2.86,0.54,-1,0.1349,-,-1
J85-GE-5H,2,28.38,0.64,5.67,0.54,-1,0.2715,-,-1
J85-GE-5H,3,28.98,0.52,4.66,0.54,-1,0.3547,-,-1
J85-GE-5H,4,158.22,15.34,2.11,0.54,-1,0.0638,-,-1
J85-GE-5H (w/AB),1,93.67,3.04,2.86,0.54,-1,0.1349,-,-1
J85-GE-5H (w/AB),2,28.38,0.64,5.67,0.54,-1,0.2715,-,-1
J85-GE-5H (w/AB),3,14.19,2.29,2.09,0.54,-1,1.025,-,-1
J85-GE-5H (w/AB),4,158.22,15.34,2.11,0.54,-1,0.0638,-,-1
JT15D-1,1,40.5,4.43,3.44,0.54,15,0.051,1PW035,4.5
JT15D-1,2,3.5,0.01,6.77,0.54,15,0.124,1PW035,13.5
JT15D-1,3,2.65,0.01,7.6,0.54,15,0.148,1PW035,15
JT15D-1,4,132,50.5,1.75,0.54,15,0.023,1PW035,4.5
JT15D-1A & 1B,1,40.5,4.43,3.44,0.54,15,0.051,1PW035,4.5
JT15D-1A & 1B,2,3.5,0.01,6.77,0.54,15,0.124,1PW035,13.5
JT15D-1A & 1B,3,2.65,0.01,7.6,0.54,15,0.148,1PW035,15
JT15D-1A & 1B,4,132,50.5,1.75,0.54,15,0.023,1PW035,4.5
JT15D-4 (B/C/D),1,32,5.15,5.29,0.54,14.1,0.059,1PW036,4.23
